link,Código do fundo,Setor,Preço Atual,Liquidez Diária,Dividendo,Dividend Yield ,DY (3M) Acumulado,DY (6M) Acumulado,DY (12M) Acumulado,DY (3M) Média,DY (6M) Média,DY (12M) Média,DY Ano,Variação Preço,Rentab. Período,Rentab. Acumulada,Patrimônio Líq.,VPA,P/VPA,DY Patrimonial,Variação Patrimonial,Rentab. Patr. no Período,Rentab. Patr. Acumulada,Vacância Física,Vacância Financeira,Quantidade Ativos
/funds/cbop11,CBOP11,Lajes Corporativas,"R$ 81,00",2645.0,"R$ 0,52","0,64%","2,01%","3,99%","7,96%","0,67%","0,66%","0,66%","4,63%","10,98%","11,69%","16,19%","R$ 111.610.318,03","R$ 78,88","1,03","0,66%","0,01%","0,67%","4,63%","6,87%","6,91%",1
/funds/hgbs11,HGBS11,Shoppings,"R$ 240,90",43188.0,"R$ 1,40","0,56%","1,87%","3,53%","7,05%","0,62%","0,59%","0,59%","4,12%","-2,71%","-2,17%","9,61%","R$ 1.454.334.163,37","R$ 216,46","1,11","0,65%","-3,06%","-2,44%","1,24%","5,46%",N/A,10
/funds/grlv11,GRLV11,Logística,"R$ 119,20",3386.0,"R$ 0,64","0,54%","2,04%","3,75%","7,88%","0,68%","0,63%","0,66%","4,31%","4,85%","5,41%","27,47%","R$ 116.769.475,78","R$ 108,77","1,10","0,59%","-0,01%","0,58%","1,73%","9,10%","10,00%",1
/funds/hglg11,HGLG11,Logística,"R$ 150,99",53466.0,"R$ 0,75","0,47%","1,46%","2,89%","6,25%","0,49%","0,48%","0,52%","3,41%","7,61%","8,12%","13,67%","R$ 1.510.735.871,91","R$ 127,14","1,19","0,59%","4,87%","5,49%","9,67%","6,50%","9,70%",14
/funds/hgre11,HGRE11,Lajes Corporativas,"R$ 156,49",16249.0,"R$ 0,74","0,45%","1,38%","2,83%","6,03%","0,46%","0,47%","0,50%","3,34%","3,24%","3,70%","18,05%","R$ 1.123.112.863,31","R$ 152,12","1,03","0,49%","0,48%","0,97%","3,66%","18,94%","18,81%",20
/funds/hgcr11,HGCR11,Títulos e Val. Mob.,"R$ 117,07",14082.0,"R$ 0,74","0,64%","1,88%","3,76%","8,06%","0,63%","0,63%","0,67%","4,38%","-3,09%","-2,47%","1,96%","R$ 615.631.228,49","R$ 105,14","1,11","0,70%","0,22%","0,93%","5,26%",N/A,N/A,0
/funds/foft11,FOFT11,Títulos e Val. Mob.,"R$ 93,38",7996.0,"R$ 0,53","0,55%","2,17%","3,95%","8,03%","0,72%","0,66%","0,67%","4,51%","-1,03%","-0,48%","6,21%","R$ 120.373.919,50","R$ 100,64","0,93","0,53%","0,89%","1,42%","10,38%",N/A,N/A,0
/funds/tfof11,TFOF11,Títulos e Val. Mob.,"R$ 143,00",415.0,"R$ 0,95","0,64%","4,78%","7,80%","13,86%","1,59%","1,30%","1,16%","8,26%","5,10%","5,77%","23,56%","R$ 108.459.161,42","R$ 127,52","1,12","0,74%","0,53%","1,28%","7,09%",N/A,N/A,0
/funds/domc11,DOMC11,Lajes Corporativas,"R$ 548,90",27.0,"R$ 0,00","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","4,35%","4,35%","-10,00%","R$ 241.914.555,17","R$ 989,91","0,55",N/A,N/A,N/A,N/A,"23,44%",N/A,1
/funds/fixx11,FIXX11,Títulos e Val. Mob.,"R$ 84,02",431.0,"R$ 0,02","0,02%","0,99%","2,95%","6,38%","0,33%","0,49%","0,53%","3,50%","5,35%","5,37%","8,85%","R$ 35.360.890,29","R$ 96,62","0,87","0,02%","1,14%","1,16%","8,52%",N/A,N/A,0
/funds/vrta11,VRTA11,Títulos e Val. Mob.,"R$ 124,20",23576.0,"R$ 0,94","0,61%","2,04%","4,28%","9,68%","0,68%","0,71%","0,81%","5,11%","3,53%","4,17%","30,19%","R$ 232.035.217,25","R$ 103,50","1,20","0,91%","0,73%","1,64%","8,62%",N/A,N/A,0
/funds/brcr11,BRCR11,Híbrido,"R$ 96,10",27316.0,"R$ 0,40","0,41%","1,29%","2,87%","14,63%","0,43%","0,48%","1,22%","13,21%","-1,03%","-0,62%","-13,23%","R$ 2.135.066.733,60","R$ 111,06","0,87",N/A,N/A,N/A,N/A,"15,90%","10,50%",11
/funds/famb11b,FAMB11B,Lajes Corporativas,"R$ 2.942,00",85.0,"R$ 28,98","0,97%","2,95%","6,79%","15,67%","0,98%","1,13%","1,31%","7,86%","-6,08%","-5,17%","34,93%","R$ 338.826.126,58","R$ 3.233,07","0,91","0,92%","0,40%","1,32%","7,88%","0,00%",N/A,1
/funds/nvho11,NVHO11,Hospital,"R$ 24,15",96.0,"R$ 0,06","0,21%","0,60%","1,16%","2,26%","0,20%","0,19%","0,19%","1,35%","-10,33%","-10,14%","-9,02%","R$ 298.648.375,53","R$ 7,20","3,36","0,80%","0,06%","0,86%","5,98%",N/A,N/A,1
/funds/pqdp11,PQDP11,Shoppings,"R$ 3.070,00",55.0,"R$ 12,95","0,38%","1,34%","2,69%","5,63%","0,45%","0,45%","0,47%","2,69%","7,10%","7,50%","15,51%","R$ 701.946.131,82","R$ 2.943,45","1,04",N/A,N/A,N/A,N/A,"3,30%",N/A,1
/funds/prsv11,PRSV11,Lajes Corporativas,"R$ 420,00",256.0,"R$ 1,96","0,43%","1,31%","3,07%","6,05%","0,44%","0,51%","0,50%","3,61%","-0,02%","0,41%","37,00%","R$ 79.332.314,35","R$ 406,83","1,03","0,48%","0,00%","0,48%","3,46%","8,81%",N/A,2
/funds/tbof11,TBOF11,Lajes Corporativas,"R$ 87,86",90203.0,"R$ 0,38","0,45%","1,43%","2,12%","3,86%","0,48%","0,35%","0,32%","2,12%","-0,57%","-0,13%","2,56%","R$ 879.271.363,95","R$ 87,49","1,00",N/A,N/A,N/A,N/A,"23,50%",N/A,1
/funds/vlol11,VLOL11,Lajes Corporativas,"R$ 107,00",2583.0,"R$ 0,39","0,38%","1,23%","2,39%","4,77%","0,41%","0,40%","0,40%","2,78%","1,87%","2,26%","10,19%","R$ 152.388.828,99","R$ 85,38","1,25","0,46%","0,04%","0,50%","3,74%","7,00%",N/A,1
/funds/bbvj11,BBVJ11,Lajes Corporativas,"R$ 68,00",3167.0,"R$ 0,33","0,61%","0,74%","0,94%","0,96%","0,25%","0,16%","0,08%","0,96%","19,24%","19,96%","-9,15%","R$ 156.836.211,70","R$ 57,87","1,17",N/A,N/A,N/A,N/A,"66,79%",N/A,1
/funds/bmlc11b,BMLC11B,Lajes Corporativas,"R$ 92,00",321.0,"R$ 0,33","0,35%","1,27%","2,64%","5,70%","0,42%","0,44%","0,48%","3,19%","5,11%","5,49%","22,44%","R$ 93.167.131,58","R$ 93,32","0,99","0,36%","0,03%","0,39%","2,57%","21,00%",N/A,2
/funds/bpff11,BPFF11,Títulos e Val. Mob.,"R$ 103,03",5480.0,"R$ 0,70","0,66%","2,26%","4,24%","8,19%","0,75%","0,71%","0,68%","4,86%","10,96%","11,70%","14,43%","R$ 261.546.567,64","R$ 98,00","1,05","0,71%","-0,21%","0,50%","6,91%",N/A,N/A,0
/funds/cxce11b,CXCE11B,Outros,"R$ 2.292,01",25.0,"R$ 19,36","0,83%","2,38%","4,95%","10,24%","0,79%","0,83%","0,85%","5,81%","-8,67%","-7,91%","9,24%","R$ 144.758.935,16","R$ 2.112,71","1,08","0,92%","0,05%","0,97%","6,02%",N/A,N/A,1
/funds/cxtl11,CXTL11,Logística,"R$ 382,00",8.0,"R$ 1,01","0,26%","0,78%","1,19%","1,68%","0,26%","0,20%","0,14%","1,51%","-2,64%","-2,39%","-18,96%","R$ 37.843.906,83","R$ 706,08","0,54","0,14%","-0,04%","0,10%","0,96%",N/A,N/A,4
/funds/ctxt11,CTXT11,Lajes Corporativas,"R$ 55,14",426.0,"R$ 0,37","0,61%","1,74%","3,67%","7,71%","0,58%","0,61%","0,64%","4,34%","-0,75%","-0,14%","11,43%","R$ 123.274.925,37","R$ 47,52","1,16","0,78%","-0,05%","0,73%","1.378,71%","8,60%",N/A,1
/funds/flma11,FLMA11,Híbrido,"R$ 4,25",69504.0,"R$ 0,02","0,38%","1,22%","2,49%","5,76%","0,41%","0,41%","0,48%","2,94%","16,57%","17,02%","48,83%","R$ 199.827.076,48","R$ 2,89","1,47","0,55%","-0,02%","0,54%","2,69%","5,49%",N/A,1
/funds/edfo11b,EDFO11B,Lajes Corporativas,"R$ 300,00",4.0,"R$ 1,92","0,62%","1,80%","3,57%","7,36%","0,60%","0,59%","0,61%","4,20%","3,32%","3,96%","13,42%","R$ 43.814.237,81","R$ 185,65","1,62","1,03%","-0,01%","1,03%","7,52%","6,96%",N/A,1
/funds/euro11,EURO11,Logística,"R$ 167,19",1694.0,"R$ 0,60","0,36%","1,10%","2,15%","5,18%","0,37%","0,36%","0,43%","2,61%","4,97%","5,35%","6,19%","R$ 122.614.539,65","R$ 319,36","0,52","0,19%","-0,01%","0,18%","1,12%","31,85%",N/A,6
/funds/figs11,FIGS11,Shoppings,"R$ 65,90",4366.0,"R$ 0,27","0,42%","1,20%","4,58%","12,00%","0,40%","0,76%","1,00%","5,97%","-7,97%","-7,58%","13,55%","R$ 247.441.495,37","R$ 95,48","0,69","0,28%","-0,35%","-0,07%","2,95%","9,86%",N/A,2
/funds/abcp11,ABCP11,Shoppings,"R$ 88,26",6672.0,"R$ 0,45","0,44%","1,27%","2,57%","5,88%","0,42%","0,43%","0,49%","3,27%","-6,47%","-6,06%","21,86%","R$ 909.987.230,56","R$ 74,57","1,18","0,60%","0,38%","0,98%","425,77%","1,30%",N/A,1
/funds/fiib11,FIIB11,Híbrido,"R$ 521,00",563.0,"R$ 2,67","0,51%","1,67%","3,45%","7,32%","0,56%","0,57%","0,61%","3,45%","12,04%","12,62%","23,31%","R$ 266.544.575,22","R$ 389,12","1,34",N/A,N/A,N/A,N/A,"4,92%",N/A,1
/funds/fmof11,FMOF11,Lajes Corporativas,"R$ 84,21",44.0,"R$ 0,45","0,53%","0,53%","0,53%","3,17%","0,18%","0,09%","0,26%","0,53%","0,02%","0,55%","-2,90%","R$ 67.807.925,06","R$ 133,48","0,63",N/A,N/A,N/A,N/A,"45,83%",N/A,1
/funds/mbrf11,MBRF11,Outros,"R$ 1.149,25",118.0,"R$ 8,50","0,69%","2,03%","4,16%","8,69%","0,68%","0,69%","0,72%","4,87%","-4,33%","-3,67%","15,25%","R$ 120.002.770,01","R$ 1.180,39","0,97","0,72%","0,02%","0,74%","5,23%","0,00%",N/A,2
/funds/paby11,PABY11,Híbrido,"R$ 24,31",58.0,"R$ 0,00","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","-19,84%","-19,84%","-31,62%","R$ 191.755.254,65","R$ 252,84","0,10",N/A,N/A,N/A,N/A,N/A,N/A,1
/funds/fpab11,FPAB11,Lajes Corporativas,"R$ 370,00",1.0,"R$ 1,80","0,49%","1,56%","3,04%","8,30%","0,52%","0,51%","0,69%","3,53%","2,49%","2,99%","3,58%","R$ 280.115.650,36","R$ 373,49","0,99","0,48%","0,08%","0,56%","3,24%","14,79%",N/A,1
/funds/ffci11,FFCI11,Lajes Corporativas,"R$ 173,35",3635.0,"R$ 0,68","0,39%","1,01%","1,87%","4,17%","0,34%","0,31%","0,35%","2,47%","-0,07%","0,32%","5,19%","R$ 372.607.813,88","R$ 171,71","1,01","0,33%","0,20%","0,53%","1,98%","8,62%",N/A,9
/funds/rngo11,RNGO11,Lajes Corporativas,"R$ 85,50",2555.0,"R$ 0,49","0,58%","1,84%","3,57%","7,13%","0,61%","0,59%","0,59%","4,15%","5,97%","6,58%","7,55%","R$ 250.921.280,52","R$ 93,77","0,91","0,52%","0,04%","0,56%","3,90%","19,50%",N/A,3
/funds/scpf11,SCPF11,Shoppings,"R$ 10,49",249.0,"R$ 0,05","0,52%","1,51%","2,71%","5,86%","0,50%","0,45%","0,49%","3,66%","-0,84%","-0,33%","-1,56%","R$ 48.532.207,69","R$ 11,56","0,91","0,47%","0,25%","0,72%","4,55%","9,65%",N/A,1
/funds/shph11,SHPH11,Shoppings,"R$ 950,00",175.0,"R$ 3,60","0,38%","1,15%","2,30%","4,77%","0,38%","0,38%","0,40%","2,88%","0,50%","0,88%","2,15%","R$ 430.450.065,15","R$ 706,87","1,34","0,51%","-0,01%","0,50%","3,29%","1,40%",N/A,1
/funds/onef11,ONEF11,Lajes Corporativas,"R$ 150,00",3099.0,"R$ 0,72","0,49%","1,49%","2,97%","6,14%","0,50%","0,50%","0,51%","3,48%","0,52%","1,01%","7,08%","R$ 101.643.467,73","R$ 111,57","1,34","0,65%","0,06%","0,70%","4,74%","10,30%",N/A,1
/funds/fvpq11,FVPQ11,Shoppings,"R$ 182,50",38112.0,"R$ 0,93","0,51%","2,17%","3,53%","7,13%","0,72%","0,59%","0,59%","4,38%","-2,02%","-1,52%","-0,41%","R$ 524.894.887,24","R$ 187,45","0,97","0,50%","0,06%","0,56%","4,15%","5,30%",N/A,1
/funds/fivn11,FIVN11,Shoppings,"R$ 3,10",2609.0,"R$ 0,00","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 81.711.890,79","R$ 8,68","0,36",N/A,N/A,N/A,N/A,"56,00%",N/A,1
/funds/rbbv11,RBBV11,Títulos e Val. Mob.,"R$ 86,15",286.0,"R$ 0,10","0,12%","1,15%","3,25%","7,69%","0,38%","0,54%","0,64%","3,39%","4,05%","4,17%","19,02%","R$ 125.439.510,49","R$ 100,02","0,86","0,10%","-0,11%","-0,01%","2,99%",N/A,N/A,1
/funds/jsre11,JSRE11,Híbrido,"R$ 109,30",24070.0,"R$ 0,62","0,55%","1,65%","3,24%","6,46%","0,55%","0,54%","0,54%","3,79%","0,91%","1,46%","13,36%","R$ 897.440.344,12","R$ 111,04","0,98","0,56%","-0,17%","0,39%","3,55%","1,00%",N/A,3
/funds/knre11,KNRE11,Residencial,"R$ 6,20",19949.0,"R$ 0,00","0,00%","0,96%","2,71%","5,39%","0,32%","0,45%","0,45%","2,71%","-20,18%","-20,18%","-24,77%","R$ 98.568.081,66","R$ 5,31","1,17",N/A,N/A,N/A,N/A,N/A,N/A,0
/funds/knri11,KNRI11,Híbrido,"R$ 157,10",33920.0,"R$ 0,74","0,48%","1,44%","2,90%","6,11%","0,48%","0,48%","0,51%","3,39%","-0,48%","0,00%","5,70%","R$ 3.556.129.926,57","R$ 150,68","1,04","0,49%","-0,01%","0,49%","8,38%","5,10%","8,14%",18
/funds/kncr11,KNCR11,Títulos e Val. Mob.,"R$ 104,00",71688.0,"R$ 0,64","0,61%","1,77%","3,35%","6,61%","0,59%","0,56%","0,55%","3,88%","-0,82%","-0,21%","2,56%","R$ 3.904.416.123,69","R$ 104,97","0,99","0,61%","0,03%","0,64%","4,29%",N/A,N/A,0
/funds/mxrf11,MXRF11,Híbrido,"R$ 10,79",118852.0,"R$ 0,07","0,59%","1,80%","3,65%","7,36%","0,60%","0,61%","0,61%","4,19%","4,82%","5,43%","10,84%","R$ 405.195.237,87","R$ 9,82","1,10","0,71%","-2,95%","-2,26%","40,97%",N/A,N/A,0
/funds/mfii11,MFII11,Híbrido,"R$ 117,75",17558.0,"R$ 1,13","0,93%","2,87%","6,00%","10,88%","0,96%","1,00%","0,91%","7,16%","0,64%","1,57%","30,87%","R$ 210.772.286,54","R$ 99,89","1,18","1,13%","-1,20%","-0,08%","7,74%",N/A,N/A,9
/funds/drit11b,DRIT11B,Lajes Corporativas,"R$ 156,00",16.0,"R$ 0,50","0,29%","0,98%","2,06%","5,31%","0,33%","0,34%","0,44%","2,48%","4,93%","5,23%","8,22%","R$ 58.074.314,67","R$ 125,36","1,24","0,40%","0,24%","0,64%","3,60%","7,60%",N/A,4
/funds/plri11,PLRI11,Títulos e Val. Mob.,"R$ 62,13",121.0,"R$ 0,43","0,69%","1,55%","3,00%","6,81%","0,52%","0,50%","0,57%","3,38%","-5,95%","-5,30%","-11,12%","R$ 71.124.308,01","R$ 74,53","0,83","0,57%","-0,71%","-0,14%","-3,09%",N/A,N/A,0
/funds/pord11,PORD11,Títulos e Val. Mob.,"R$ 104,50",242.0,"R$ 4,35","3,89%","3,89%","3,89%","10,56%","1,30%","0,65%","0,88%","3,89%","-1,75%","2,06%","16,48%","R$ 103.733.556,95","R$ 103,73","1,01",N/A,N/A,N/A,N/A,N/A,N/A,0
/funds/rbds11,RBDS11,Residencial,"R$ 146,00",707.0,"R$ 6,74","3,00%","5,49%","9,38%","22,10%","1,83%","1,56%","1,84%","12,96%","5,15%","8,30%","-3,12%","R$ 14.515.626,51","R$ 114,73","1,27","5,88%","-17,13%","-12,26%","-32,52%",N/A,N/A,0
/funds/rbgs11,RBGS11,Shoppings,"R$ 45,00",553.0,"R$ 0,22","0,52%","1,35%","2,92%","4,82%","0,45%","0,49%","0,40%","3,34%","3,45%","3,99%","3,51%","R$ 100.113.205,52","R$ 92,87","0,48","0,24%","0,08%","0,32%","1,75%","12,00%",N/A,1
/funds/fiip11b,FIIP11B,Logística,"R$ 192,96",172.0,"R$ 0,84","0,41%","1,64%","3,54%","8,73%","0,55%","0,59%","0,73%","5,50%","5,19%","5,62%","12,85%","R$ 179.859.464,11","R$ 193,99","0,99","0,44%","0,01%","0,45%","4,47%",N/A,N/A,7
/funds/rbrd11,RBRD11,Híbrido,"R$ 102,95",1001.0,"R$ 0,53","0,52%","1,59%","3,30%","9,95%","0,53%","0,55%","0,83%","3,87%","1,04%","1,57%","18,71%","R$ 146.160.882,83","R$ 78,93","1,30","0,67%","0,35%","1,02%","6,90%","0,00%",N/A,4
/funds/rdes11,RDES11,Lajes Corporativas,"R$ 68,50",77.0,"R$ 0,18","0,26%","0,96%","1,89%","3,86%","0,32%","0,32%","0,32%","2,33%","3,88%","4,15%","-5,28%","R$ 61.144.133,96","R$ 82,40","0,83","0,22%","-0,09%","0,12%","1,54%","50,53%",N/A,4
/funds/rbcb11,RBCB11,Outros,"R$ 29,96",29.0,"R$ 0,00","0,00%","0,29%","4,38%","14,62%","0,10%","0,73%","1,22%","4,38%","-71,35%","-71,35%","-75,16%","R$ 513.583,65","R$ 9,67","3,10",N/A,N/A,N/A,N/A,N/A,N/A,0
/funds/rbvo11,RBVO11,Outros,"R$ 42,10",50.0,"R$ 0,20","0,46%","1,62%","2,88%","8,70%","0,54%","0,48%","0,72%","3,29%","1,00%","1,47%","-8,53%","R$ 26.327.054,85","R$ 51,04","0,82","0,39%","-0,49%","-0,10%","7,99%",N/A,N/A,0
/funds/saag11,SAAG11,Outros,"R$ 128,21",13082.0,"R$ 0,93","0,72%","2,17%","4,38%","8,73%","0,72%","0,73%","0,73%","5,07%","0,37%","1,09%","7,97%","R$ 508.579.716,18","R$ 90,31","1,42","1,03%","0,04%","1,08%","7,45%",N/A,N/A,28
/funds/sdil11,SDIL11,Logística,"R$ 115,00",28638.0,"R$ 0,64","0,56%","1,68%","3,46%","7,35%","0,56%","0,58%","0,61%","4,03%","0,00%","0,56%","5,02%","R$ 441.813.251,43","R$ 92,62","1,24","0,69%","0,55%","1,25%","4,85%","3,50%",N/A,3
/funds/sptw11,SPTW11,Lajes Corporativas,"R$ 84,10",6157.0,"R$ 0,61","0,70%","2,07%","4,23%","8,86%","0,69%","0,70%","0,74%","4,99%","-0,32%","0,37%","14,56%","R$ 134.931.269,83","R$ 75,05","1,12","0,81%","0,06%","0,87%","6,16%","0,00%",N/A,2
/funds/xted11,XTED11,Lajes Corporativas,"R$ 6,69",2799.0,"R$ 0,00","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","1,10%","1,10%","-37,83%","R$ 26.131.762,15","R$ 14,58","0,46",N/A,N/A,N/A,N/A,"100,00%","100,00%",1
/funds/trxl11,TRXL11,Logística,"R$ 106,15",1649.0,"R$ 0,37","0,36%","1,20%","2,45%","5,31%","0,40%","0,41%","0,44%","2,89%","0,96%","1,32%","28,86%","R$ 183.996.934,19","R$ 98,53","1,08","0,38%","-0,08%","0,30%","2,09%","24,60%","26,00%",6
/funds/xpcm11,XPCM11,Lajes Corporativas,"R$ 56,47",7975.0,"R$ 0,85","1,43%","3,13%","5,82%","11,06%","1,04%","0,97%","0,92%","6,69%","-41,83%","-41,00%","-35,18%","R$ 201.305.552,50","R$ 83,37","0,68","1,02%","0,11%","1,13%","7,00%","0,00%","0,00%",1
/funds/knip11,KNIP11,Títulos e Val. Mob.,"R$ 113,05",23381.0,"R$ 0,65","0,55%","1,91%","3,97%","7,74%","0,64%","0,66%","0,65%","4,39%","-2,07%","-1,53%","11,36%","R$ 2.732.710.346,21","R$ 111,40","1,01","0,58%","0,40%","0,99%","9,12%",N/A,N/A,0
/funds/faed11,FAED11,Outros,"R$ 248,00",672.0,"R$ 1,53","0,62%","1,92%","3,94%","8,29%","0,64%","0,66%","0,69%","4,58%","-0,52%","0,09%","15,42%","R$ 121.475.373,68","R$ 189,16","1,31","0,83%","0,00%","0,84%","-5,40%","0,00%",N/A,3
/funds/cnes11,CNES11,Lajes Corporativas,"R$ 81,05",1159.0,"R$ 0,23","0,27%","0,41%","1,01%","2,17%","0,14%","0,17%","0,18%","1,01%","-2,92%","-2,66%","9,05%","R$ 272.354.946,69","R$ 92,35","0,88",N/A,N/A,N/A,N/A,"62,20%",N/A,1
/funds/flrp11,FLRP11,Shoppings,"R$ 1.405,00",1243.0,"R$ 6,28","0,45%","1,32%","2,80%","6,64%","0,44%","0,47%","0,55%","3,92%","8,08%","8,56%","16,32%","R$ 74.473.538,82","R$ 1.337,26","1,05","0,47%","0,04%","0,51%","4,15%","3,60%",N/A,1
/funds/fexc11,FEXC11,Títulos e Val. Mob.,"R$ 112,04",3034.0,"R$ 0,79","0,71%","2,21%","4,10%","8,41%","0,74%","0,68%","0,70%","4,54%","-9,74%","-9,09%","10,56%","R$ 149.210.689,32","R$ 102,11","1,10","0,77%","0,10%","0,87%","6,60%",N/A,N/A,0
/funds/edga11,EDGA11,Lajes Corporativas,"R$ 48,70",925.0,"R$ 0,27","0,53%","1,40%","2,70%","6,24%","0,47%","0,45%","0,52%","2,70%","3,67%","4,22%","6,50%","R$ 326.345.783,39","R$ 85,61","0,57","0,31%","0,07%","0,38%","1,60%","18,30%",N/A,1
/funds/nslu11,NSLU11,Hospital,"R$ 237,01",1183.0,"R$ 1,69","0,69%","1,97%","3,90%","8,16%","0,66%","0,65%","0,68%","3,90%","-1,59%","-0,92%","11,98%","R$ 207.169.877,57","R$ 180,97","1,31","0,93%","0,00%","0,94%","5,48%","0,00%",N/A,1
/funds/htmx11,HTMX11,Hotel,"R$ 168,51",1330.0,"R$ 0,62","0,34%","1,63%","3,15%","7,87%","0,54%","0,52%","0,66%","3,87%","-11,72%","-11,42%","25,62%","R$ 153.972.594,79","R$ 137,60","1,22","0,45%","-0,01%","0,44%","3,58%","45,83%",N/A,23
/funds/maxr11,MAXR11,Outros,"R$ 2.345,00",118.0,"R$ 25,03","1,05%","3,12%","4,89%","9,57%","1,04%","0,81%","0,80%","4,89%","-1,53%","-0,50%","22,34%","R$ 105.206.380,38","R$ 1.775,78","1,32","1,41%","-0,03%","1,38%","6,07%","0,00%",N/A,8
/funds/jrdm11,JRDM11,Shoppings,"R$ 86,60",1826.0,"R$ 0,47","0,53%","1,61%","3,18%","8,13%","0,54%","0,53%","0,68%","3,18%","0,26%","0,80%","9,13%","R$ 209.120.102,06","R$ 82,89","1,04",N/A,N/A,N/A,N/A,"3,20%",N/A,1
/funds/almi11,ALMI11,Lajes Corporativas,"R$ 1.494,00",315.0,"R$ 0,00","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","2,27%","2,27%","-28,29%","R$ 190.633.987,45","R$ 1.714,69","0,87",N/A,N/A,N/A,N/A,"82,00%",N/A,1
/funds/trnt11,TRNT11,Lajes Corporativas,"R$ 210,00",26.0,"R$ 0,73","0,36%","1,15%","2,32%","4,26%","0,38%","0,39%","0,36%","2,65%","1,32%","1,68%","7,83%","R$ 783.668.670,40","R$ 199,12","1,05","0,37%","-0,02%","0,34%","2,53%","20,70%",N/A,1
