link,Código do fundo,Setor,Preço Atual,Liquidez Diária,Dividendo,Dividend Yield ,DY (3M) Acumulado,DY (6M) Acumulado,DY (12M) Acumulado,DY (3M) Média,DY (6M) Média,DY (12M) Média,DY Ano,Variação Preço,Rentab. Período,Rentab. Acumulada,Patrimônio Líq.,VPA,P/VPA,DY Patrimonial,Variação Patrimonial,Rentab. Patr. no Período,Rentab. Patr. Acumulada,Vacância Física,Vacância Financeira,Quantidade Ativos
/funds/fpab11,FPAB11,Lajes Corporativas,"R$ 371,02",1.0,"R$ 1,80","0,49%","1,56%","3,04%","8,30%","0,52%","0,51%","0,69%","3,53%","2,49%","2,99%","3,58%","R$ 280.115.650,36","R$ 373,49","0,99","0,48%","0,08%","0,56%","3,24%","14,79%",N/A,1
/funds/ffci11,FFCI11,Lajes Corporativas,"R$ 174,00",2516.0,"R$ 0,68","0,39%","1,01%","1,87%","4,17%","0,34%","0,31%","0,35%","2,47%","-0,07%","0,32%","5,19%","R$ 371.859.251,14","R$ 171,36","1,02","0,29%","0,04%","0,33%","1,43%","8,62%",N/A,9
/funds/rngo11,RNGO11,Lajes Corporativas,"R$ 85,00",4014.0,"R$ 0,49","0,58%","1,84%","3,57%","7,13%","0,61%","0,59%","0,59%","4,15%","5,97%","6,58%","7,55%","R$ 250.822.918,59","R$ 93,73","0,91","0,59%","-0,07%","0,51%","3,32%","19,50%",N/A,3
/funds/scpf11,SCPF11,Shoppings,"R$ 10,48",3080.0,"R$ 0,05","0,52%","1,51%","2,71%","5,86%","0,50%","0,45%","0,49%","3,66%","-0,84%","-0,33%","-1,56%","R$ 48.532.207,69","R$ 11,56","0,91","0,47%","0,25%","0,72%","4,55%","9,65%",N/A,1
/funds/shph11,SHPH11,Shoppings,"R$ 960,00",445.0,"R$ 3,60","0,38%","1,15%","2,30%","4,77%","0,38%","0,38%","0,40%","2,88%","0,50%","0,88%","2,15%","R$ 430.450.065,15","R$ 706,87","1,36","0,51%","-0,01%","0,50%","3,29%","1,40%",N/A,1
/funds/onef11,ONEF11,Lajes Corporativas,"R$ 148,00",1260.0,"R$ 0,72","0,49%","1,49%","2,97%","6,14%","0,50%","0,50%","0,51%","3,48%","0,52%","1,01%","7,08%","R$ 101.643.467,73","R$ 111,57","1,33","0,65%","0,06%","0,70%","4,74%","10,30%",N/A,1
/funds/fvpq11,FVPQ11,Shoppings,"R$ 182,50",1225.0,"R$ 0,93","0,51%","2,17%","3,53%","7,13%","0,72%","0,59%","0,59%","4,38%","-2,02%","-1,52%","-0,41%","R$ 524.565.571,31","R$ 187,33","0,97","1,12%","-0,88%","0,23%","3,57%","5,30%",N/A,1
/funds/fivn11,FIVN11,Shoppings,"R$ 3,25",3162.0,"R$ 0,00","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 81.702.303,45","R$ 8,68","0,37",N/A,N/A,N/A,N/A,"56,00%",N/A,1
/funds/rbbv11,RBBV11,Títulos e Val. Mob.,"R$ 86,00",205.0,"R$ 0,10","0,12%","1,15%","3,25%","7,69%","0,38%","0,54%","0,64%","3,39%","4,05%","4,17%","19,02%","R$ 125.439.510,49","R$ 100,02","0,86","0,10%","-0,11%","-0,01%","2,99%",N/A,N/A,1
/funds/jsre11,JSRE11,Híbrido,"R$ 109,99",19889.0,"R$ 0,62","0,55%","1,65%","3,24%","6,46%","0,55%","0,54%","0,54%","3,79%","0,91%","1,46%","13,36%","R$ 897.440.344,12","R$ 111,04","0,99","0,56%","-0,17%","0,39%","3,55%","1,00%",N/A,3
/funds/knre11,KNRE11,Residencial,"R$ 6,15",19680.0,"R$ 0,00","0,00%","0,96%","2,71%","5,39%","0,32%","0,45%","0,45%","2,71%","-20,18%","-20,18%","-24,77%","R$ 98.190.049,30","R$ 5,29","1,16","0,00%","-5,87%","-5,87%","-22,01%",N/A,N/A,0
/funds/knri11,KNRI11,Híbrido,"R$ 156,90",32568.0,"R$ 0,74","0,48%","1,44%","2,90%","6,11%","0,48%","0,48%","0,51%","3,39%","-0,48%","0,00%","5,70%","R$ 3.556.331.193,28","R$ 150,69","1,04","0,49%","4,89%","5,41%","7,86%","5,10%","8,14%",18
/funds/kncr11,KNCR11,Títulos e Val. Mob.,"R$ 103,93",62400.0,"R$ 0,64","0,61%","1,77%","3,35%","6,61%","0,59%","0,56%","0,55%","3,88%","-0,82%","-0,21%","2,56%","R$ 3.813.138.161,29","R$ 104,94","0,99","0,53%","0,23%","0,77%","3,63%",N/A,N/A,0
/funds/mxrf11,MXRF11,Híbrido,"R$ 10,82",240094.0,"R$ 0,07","0,59%","1,80%","3,65%","7,36%","0,60%","0,61%","0,61%","4,19%","4,82%","5,43%","10,84%","R$ 405.195.237,87","R$ 9,82","1,10","0,71%","-2,95%","-2,26%","40,97%",N/A,N/A,0
/funds/mfii11,MFII11,Híbrido,"R$ 119,30",5793.0,"R$ 1,13","0,93%","2,87%","6,00%","10,88%","0,96%","1,00%","0,91%","7,16%","0,64%","1,57%","30,87%","R$ 210.772.286,54","R$ 99,89","1,19","1,13%","-1,20%","-0,08%","7,74%",N/A,N/A,9
/funds/drit11b,DRIT11B,Lajes Corporativas,"R$ 162,00",19.0,"R$ 0,50","0,29%","0,98%","2,06%","5,31%","0,33%","0,34%","0,44%","2,48%","4,93%","5,23%","8,22%","R$ 57.935.475,07","R$ 125,06","1,30","0,40%","-0,14%","0,26%","2,94%","7,60%",N/A,4
/funds/plri11,PLRI11,Títulos e Val. Mob.,"R$ 61,83",296.0,"R$ 0,43","0,69%","1,55%","3,00%","6,81%","0,52%","0,50%","0,57%","3,38%","-5,95%","-5,30%","-11,12%","R$ 71.630.125,05","R$ 75,06","0,82","0,25%","-1,16%","-0,92%","-2,96%",N/A,N/A,0
/funds/pord11,PORD11,Títulos e Val. Mob.,"R$ 104,50",256.0,"R$ 4,35","3,89%","3,89%","3,89%","10,56%","1,30%","0,65%","0,88%","3,89%","-1,75%","2,06%","16,48%","R$ 102.719.338,48","R$ 102,72","1,02","4,24%","-3,17%","0,93%","3,09%",N/A,N/A,0
/funds/rbds11,RBDS11,Residencial,"R$ 186,00",531.0,"R$ 6,74","3,00%","5,49%","9,38%","22,10%","1,83%","1,56%","1,84%","12,96%","5,15%","8,30%","-3,12%","R$ 17.516.311,07","R$ 138,44","1,34","1,76%","-7,67%","-6,04%","-23,09%",N/A,N/A,0
/funds/rbgs11,RBGS11,Shoppings,"R$ 43,92",826.0,"R$ 0,22","0,52%","1,35%","2,92%","4,82%","0,45%","0,49%","0,40%","3,34%","3,45%","3,99%","3,51%","R$ 100.033.366,95","R$ 92,80","0,47","0,23%","0,04%","0,26%","1,42%","12,00%",N/A,1
/funds/fiip11b,FIIP11B,Logística,"R$ 194,75",446.0,"R$ 0,84","0,41%","1,64%","3,54%","8,73%","0,55%","0,59%","0,73%","5,50%","5,19%","5,62%","12,85%","R$ 179.841.967,25","R$ 193,97","1,00","0,75%","0,52%","1,27%","4,00%",N/A,N/A,7
/funds/rbrd11,RBRD11,Híbrido,"R$ 102,00",833.0,"R$ 0,53","0,52%","1,59%","3,30%","9,95%","0,53%","0,55%","0,83%","3,87%","1,04%","1,57%","18,71%","R$ 146.160.882,83","R$ 78,93","1,29","0,67%","0,35%","1,02%","6,90%","0,00%",N/A,4
/funds/rdes11,RDES11,Lajes Corporativas,"R$ 67,50",134.0,"R$ 0,18","0,26%","0,96%","1,89%","3,86%","0,32%","0,32%","0,32%","2,33%","3,88%","4,15%","-5,28%","R$ 61.144.133,96","R$ 82,40","0,82","0,22%","-0,09%","0,12%","1,54%","50,53%",N/A,4
/funds/rbcb11,RBCB11,Outros,"R$ 28,00",55.0,"R$ 0,00","0,00%","0,29%","4,38%","14,62%","0,10%","0,73%","1,22%","4,38%","-71,35%","-71,35%","-75,16%","R$ 522.122,87","R$ 9,83","2,85","0,00%","-5,09%","-5,09%","-79,66%",N/A,N/A,0
/funds/rbvo11,RBVO11,Outros,"R$ 42,65",125.0,"R$ 0,20","0,46%","1,62%","2,88%","8,70%","0,54%","0,48%","0,72%","3,29%","1,00%","1,47%","-8,53%","R$ 26.456.315,09","R$ 51,29","0,83","0,49%","0,39%","0,88%","8,09%",N/A,N/A,0
/funds/saag11,SAAG11,Outros,"R$ 128,69",9380.0,"R$ 0,93","0,72%","2,17%","4,38%","8,73%","0,72%","0,73%","0,73%","5,07%","0,37%","1,09%","7,97%","R$ 508.351.533,71","R$ 90,27","1,43","1,03%","0,01%","1,04%","6,31%",N/A,N/A,28
/funds/sdil11,SDIL11,Logística,"R$ 115,00",13365.0,"R$ 0,64","0,56%","1,68%","3,46%","7,35%","0,56%","0,58%","0,61%","4,03%","0,00%","0,56%","5,02%","R$ 439.381.946,72","R$ 92,11","1,25","0,69%","-0,09%","0,61%","3,56%","3,50%",N/A,3
/funds/sptw11,SPTW11,Lajes Corporativas,"R$ 84,20",4334.0,"R$ 0,61","0,70%","2,07%","4,23%","8,86%","0,69%","0,70%","0,74%","4,99%","-0,32%","0,37%","14,56%","R$ 134.851.645,75","R$ 75,00","1,12","0,81%","0,05%","0,86%","5,24%","0,00%",N/A,2
/funds/xted11,XTED11,Lajes Corporativas,"R$ 7,01",2458.0,"R$ 0,00","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","1,10%","1,10%","-37,83%","R$ 26.131.762,15","R$ 14,58","0,48",N/A,N/A,N/A,N/A,"100,00%","100,00%",1
/funds/trxl11,TRXL11,Logística,"R$ 107,49",1153.0,"R$ 0,37","0,36%","1,20%","2,45%","5,31%","0,40%","0,41%","0,44%","2,89%","0,96%","1,32%","28,86%","R$ 184.135.243,99","R$ 98,60","1,09","0,42%","0,01%","0,43%","1,78%","24,60%","26,00%",6
/funds/xpcm11,XPCM11,Lajes Corporativas,"R$ 56,49",6259.0,"R$ 0,85","1,43%","3,13%","5,82%","11,06%","1,04%","0,97%","0,92%","6,69%","-41,83%","-41,00%","-35,18%","R$ 201.305.552,50","R$ 83,37","0,68","1,02%","0,11%","1,13%","7,00%","0,00%","0,00%",1
/funds/knip11,KNIP11,Títulos e Val. Mob.,"R$ 114,90",11655.0,"R$ 0,65","0,55%","1,91%","3,97%","7,74%","0,64%","0,66%","0,65%","4,39%","-2,07%","-1,53%","11,36%","R$ 2.721.718.686,06","R$ 110,95","1,04","0,68%","2,21%","2,90%","8,05%",N/A,N/A,0
/funds/faed11,FAED11,Outros,"R$ 248,30",559.0,"R$ 1,53","0,62%","1,92%","3,94%","8,29%","0,64%","0,66%","0,69%","4,58%","-0,52%","0,09%","15,42%","R$ 121.475.373,68","R$ 189,16","1,31","0,83%","0,00%","0,84%","-5,40%","0,00%",N/A,3
/funds/cnes11,CNES11,Lajes Corporativas,"R$ 81,40",550.0,"R$ 0,23","0,27%","0,41%","1,01%","2,17%","0,14%","0,17%","0,18%","1,01%","-2,92%","-2,66%","9,05%","R$ 272.354.946,69","R$ 92,35","0,88",N/A,N/A,N/A,N/A,"62,20%",N/A,1
/funds/flrp11,FLRP11,Shoppings,"R$ 1.395,00",1748.0,"R$ 7,41","0,57%","1,26%","3,47%","6,70%","0,42%","0,58%","0,56%","3,47%","0,22%","0,79%","7,15%","R$ 74.440.398,43","R$ 1.336,67","1,04","0,55%","0,24%","0,79%","3,62%","3,60%",N/A,1
/funds/fexc11,FEXC11,Títulos e Val. Mob.,"R$ 114,10",1966.0,"R$ 0,79","0,71%","2,21%","4,10%","8,41%","0,74%","0,68%","0,70%","4,54%","-9,74%","-9,09%","10,56%","R$ 149.210.689,32","R$ 102,11","1,12","0,77%","0,10%","0,87%","6,60%",N/A,N/A,0
/funds/edga11,EDGA11,Lajes Corporativas,"R$ 48,40",4832.0,"R$ 0,27","0,53%","1,40%","2,70%","6,24%","0,47%","0,45%","0,52%","2,70%","3,67%","4,22%","6,50%","R$ 326.345.783,39","R$ 85,61","0,57","0,31%","0,07%","0,38%","1,60%","18,30%",N/A,1
/funds/nslu11,NSLU11,Hospital,"R$ 236,20",433.0,"R$ 1,69","0,69%","1,97%","3,90%","8,16%","0,66%","0,65%","0,68%","3,90%","-1,59%","-0,92%","11,98%","R$ 207.169.877,57","R$ 180,97","1,31","0,93%","0,00%","0,94%","5,48%","0,00%",N/A,1
/funds/htmx11,HTMX11,Hotel,"R$ 169,40",1783.0,"R$ 0,62","0,34%","1,63%","3,15%","7,87%","0,54%","0,52%","0,66%","3,87%","-11,72%","-11,42%","25,62%","R$ 153.972.594,79","R$ 137,60","1,23","0,45%","-0,01%","0,44%","3,58%","27,00%",N/A,23
/funds/maxr11,MAXR11,Outros,"R$ 2.330,00",124.0,"R$ 25,03","1,05%","3,12%","4,89%","9,57%","1,04%","0,81%","0,80%","4,89%","-1,53%","-0,50%","22,34%","R$ 105.206.380,38","R$ 1.775,78","1,31","1,41%","-0,03%","1,38%","6,07%","0,00%",N/A,8
/funds/jrdm11,JRDM11,Shoppings,"R$ 87,00",2526.0,"R$ 0,47","0,53%","1,61%","3,18%","8,13%","0,54%","0,53%","0,68%","3,18%","0,26%","0,80%","9,13%","R$ 209.120.102,06","R$ 82,89","1,05",N/A,N/A,N/A,N/A,"3,20%",N/A,1
/funds/almi11,ALMI11,Lajes Corporativas,"R$ 1.470,00",568.0,"R$ 0,00","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","2,27%","2,27%","-28,29%","R$ 190.633.987,45","R$ 1.714,69","0,86",N/A,N/A,N/A,N/A,"82,00%",N/A,1
/funds/trnt11,TRNT11,Lajes Corporativas,"R$ 198,00",256.0,"R$ 0,73","0,36%","1,15%","2,32%","4,26%","0,38%","0,39%","0,36%","2,65%","1,32%","1,68%","7,83%","R$ 783.668.670,40","R$ 199,12","0,99","0,37%","-0,02%","0,34%","2,53%","20,70%",N/A,1
